RESPONSE,answer,item,list,structure,verb,Participant,accuracy
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
Yes,Yes,77,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,80,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
No,No,82,3,filler,none,2,correct
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
Yes,No,84,3,filler,none,2,incorrect
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,87,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
No,No,89,3,filler,none,2,correct
Yes,Yes,1,4,nomove,CP,3,correct
Yes,Yes,1,4,nomove,CP,3,correct
Yes,Yes,1,4,nomove,CP,3,correct
Yes,Yes,1,4,nomove,CP,3,correct
Yes,Yes,1,4,nomove,CP,3,correct
Yes,Yes,2,4,move,DP,3,correct
Yes,Yes,2,4,move,DP,3,correct
Yes,Yes,2,4,move,DP,3,correct
Yes,Yes,2,4,move,DP,3,correct
Yes,Yes,2,4,move,DP,3,correct
No,No,5,4,nomove,DP,3,correct
No,No,5,4,nomove,DP,3,correct
No,No,5,4,nomove,DP,3,correct
No,No,5,4,nomove,DP,3,correct
No,No,5,4,nomove,DP,3,correct
No,Yes,6,4,nomove,unacc,3,incorrect
No,Yes,6,4,nomove,unacc,3,incorrect
No,Yes,6,4,nomove,unacc,3,incorrect
No,Yes,6,4,nomove,unacc,3,incorrect
No,Yes,6,4,nomove,unacc,3,incorrect
Yes,Yes,7,4,nomove,CP,3,correct
Yes,Yes,7,4,nomove,CP,3,correct
Yes,Yes,7,4,nomove,CP,3,correct
Yes,Yes,7,4,nomove,CP,3,correct
Yes,Yes,7,4,nomove,CP,3,correct
Yes,Yes,11,4,nomove,DP,3,correct
Yes,Yes,11,4,nomove,DP,3,correct
Yes,Yes,11,4,nomove,DP,3,correct
Yes,Yes,11,4,nomove,DP,3,correct
Yes,Yes,11,4,nomove,DP,3,correct
Yes,Yes,13,4,nomove,CP,3,correct
Yes,Yes,13,4,nomove,CP,3,correct
Yes,Yes,13,4,nomove,CP,3,correct
Yes,Yes,13,4,nomove,CP,3,correct
Yes,Yes,13,4,nomove,CP,3,correct
Yes,Yes,14,4,move,DP,3,correct
Yes,Yes,14,4,move,DP,3,correct
Yes,Yes,14,4,move,DP,3,correct
Yes,Yes,14,4,move,DP,3,correct
Yes,Yes,14,4,move,DP,3,correct
Yes,Yes,17,4,move,CP,3,correct
Yes,Yes,17,4,move,CP,3,correct
Yes,Yes,17,4,move,CP,3,correct
Yes,Yes,17,4,move,CP,3,correct
Yes,Yes,17,4,move,CP,3,correct
Yes,Yes,19,4,nomove,CP,3,correct
Yes,Yes,19,4,nomove,CP,3,correct
Yes,Yes,19,4,nomove,CP,3,correct
Yes,Yes,19,4,nomove,CP,3,correct
Yes,Yes,19,4,nomove,CP,3,correct
Yes,Yes,22,4,move,CP,3,correct
Yes,Yes,22,4,move,CP,3,correct
Yes,Yes,22,4,move,CP,3,correct
Yes,Yes,22,4,move,CP,3,correct
Yes,Yes,22,4,move,CP,3,correct
No,No,25,4,nomove,CP,3,correct
No,No,25,4,nomove,CP,3,correct
No,No,25,4,nomove,CP,3,correct
No,No,25,4,nomove,CP,3,correct
No,No,25,4,nomove,CP,3,correct
No,Yes,30,4,nomove,unacc,3,incorrect
No,Yes,30,4,nomove,unacc,3,incorrect
No,Yes,30,4,nomove,unacc,3,incorrect
No,Yes,30,4,nomove,unacc,3,incorrect
No,Yes,30,4,nomove,unacc,3,incorrect
No,No,31,4,nomove,CP,3,correct
No,No,31,4,nomove,CP,3,correct
No,No,31,4,nomove,CP,3,correct
No,No,31,4,nomove,CP,3,correct
No,No,31,4,nomove,CP,3,correct
Yes,Yes,32,4,move,DP,3,correct
Yes,Yes,32,4,move,DP,3,correct
Yes,Yes,32,4,move,DP,3,correct
Yes,Yes,32,4,move,DP,3,correct
Yes,Yes,32,4,move,DP,3,correct
No,No,33,4,move,unacc,3,correct
No,No,33,4,move,unacc,3,correct
No,No,33,4,move,unacc,3,correct
No,No,33,4,move,unacc,3,correct
No,No,33,4,move,unacc,3,correct
Yes,Yes,35,4,nomove,DP,3,correct
Yes,Yes,35,4,nomove,DP,3,correct
Yes,Yes,35,4,nomove,DP,3,correct
Yes,Yes,35,4,nomove,DP,3,correct
Yes,Yes,35,4,nomove,DP,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,37,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,38,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
No,No,39,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
Yes,Yes,43,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,44,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
No,No,46,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
Yes,Yes,48,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
No,No,50,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
Yes,Yes,52,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
No,No,53,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
Yes,Yes,58,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,59,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,No,62,4,filler,none,3,correct
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,Yes,64,4,filler,none,3,incorrect
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,66,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,68,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
No,No,69,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,Yes,72,4,filler,none,3,correct
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,No,73,4,filler,none,3,incorrect
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,74,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,75,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
Yes,Yes,77,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,78,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,80,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,82,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,84,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,87,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
No,No,89,4,filler,none,3,correct
Yes,Yes,1,5,nomove,unacc,4,correct
Yes,Yes,1,5,nomove,unacc,4,correct
Yes,Yes,1,5,nomove,unacc,4,correct
Yes,Yes,1,5,nomove,unacc,4,correct
Yes,Yes,1,5,nomove,unacc,4,correct
Yes,Yes,2,5,nomove,CP,4,correct
Yes,Yes,2,5,nomove,CP,4,correct
Yes,Yes,2,5,nomove,CP,4,correct
Yes,Yes,2,5,nomove,CP,4,correct
Yes,Yes,2,5,nomove,CP,4,correct
No,No,5,5,move,CP,4,correct
No,No,5,5,move,CP,4,correct
No,No,5,5,move,CP,4,correct
No,No,5,5,move,CP,4,correct
No,No,5,5,move,CP,4,correct
Yes,Yes,6,5,nomove,DP,4,correct
Yes,Yes,6,5,nomove,DP,4,correct
Yes,Yes,6,5,nomove,DP,4,correct
Yes,Yes,6,5,nomove,DP,4,correct
Yes,Yes,6,5,nomove,DP,4,correct
Yes,Yes,7,5,nomove,unacc,4,correct
Yes,Yes,7,5,nomove,unacc,4,correct
Yes,Yes,7,5,nomove,unacc,4,correct
Yes,Yes,7,5,nomove,unacc,4,correct
Yes,Yes,7,5,nomove,unacc,4,correct
Yes,Yes,11,5,move,CP,4,correct
Yes,Yes,11,5,move,CP,4,correct
Yes,Yes,11,5,move,CP,4,correct
Yes,Yes,11,5,move,CP,4,correct
Yes,Yes,11,5,move,CP,4,correct
Yes,Yes,13,5,nomove,unacc,4,correct
Yes,Yes,13,5,nomove,unacc,4,correct
Yes,Yes,13,5,nomove,unacc,4,correct
Yes,Yes,13,5,nomove,unacc,4,correct
Yes,Yes,13,5,nomove,unacc,4,correct
Yes,Yes,14,5,nomove,CP,4,correct
Yes,Yes,14,5,nomove,CP,4,correct
Yes,Yes,14,5,nomove,CP,4,correct
Yes,Yes,14,5,nomove,CP,4,correct
Yes,Yes,14,5,nomove,CP,4,correct
No,Yes,17,5,move,unacc,4,incorrect
No,Yes,17,5,move,unacc,4,incorrect
No,Yes,17,5,move,unacc,4,incorrect
No,Yes,17,5,move,unacc,4,incorrect
No,Yes,17,5,move,unacc,4,incorrect
Yes,Yes,19,5,nomove,unacc,4,correct
Yes,Yes,19,5,nomove,unacc,4,correct
Yes,Yes,19,5,nomove,unacc,4,correct
Yes,Yes,19,5,nomove,unacc,4,correct
Yes,Yes,19,5,nomove,unacc,4,correct
Yes,Yes,21,5,move,DP,4,correct
Yes,Yes,21,5,move,DP,4,correct
Yes,Yes,21,5,move,DP,4,correct
Yes,Yes,21,5,move,DP,4,correct
Yes,Yes,21,5,move,DP,4,correct
Yes,Yes,22,5,move,unacc,4,correct
Yes,Yes,22,5,move,unacc,4,correct
Yes,Yes,22,5,move,unacc,4,correct
Yes,Yes,22,5,move,unacc,4,correct
Yes,Yes,22,5,move,unacc,4,correct
No,No,25,5,nomove,unacc,4,correct
No,No,25,5,nomove,unacc,4,correct
No,No,25,5,nomove,unacc,4,correct
No,No,25,5,nomove,unacc,4,correct
No,No,25,5,nomove,unacc,4,correct
Yes,Yes,30,5,nomove,DP,4,correct
Yes,Yes,30,5,nomove,DP,4,correct
Yes,Yes,30,5,nomove,DP,4,correct
Yes,Yes,30,5,nomove,DP,4,correct
Yes,Yes,30,5,nomove,DP,4,correct
No,No,31,5,nomove,unacc,4,correct
No,No,31,5,nomove,unacc,4,correct
No,No,31,5,nomove,unacc,4,correct
No,No,31,5,nomove,unacc,4,correct
No,No,31,5,nomove,unacc,4,correct
Yes,Yes,32,5,nomove,CP,4,correct
Yes,Yes,32,5,nomove,CP,4,correct
Yes,Yes,32,5,nomove,CP,4,correct
Yes,Yes,32,5,nomove,CP,4,correct
Yes,Yes,32,5,nomove,CP,4,correct
No,No,33,5,move,DP,4,correct
No,No,33,5,move,DP,4,correct
No,No,33,5,move,DP,4,correct
No,No,33,5,move,DP,4,correct
No,No,33,5,move,DP,4,correct
Yes,Yes,35,5,move,CP,4,correct
Yes,Yes,35,5,move,CP,4,correct
Yes,Yes,35,5,move,CP,4,correct
Yes,Yes,35,5,move,CP,4,correct
Yes,Yes,35,5,move,CP,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,37,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,38,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
No,No,39,5,filler,none,4,correct
